Name,Image,CountryCode,Number
Bucatini,https://www.barilla.com//-/media/images/hr_hr/bucatiniproduct.png,HRV,9
Bucatini,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bucatini-final.png,ROU,9
בוקטיני,https://www.barilla.com//-/media/images/he_il/products/il-products/bucatini_9_500g.webp,ISR,9
Bucatini,https://www.barilla.com//-/media/images/sv_se/products/groups/ranges/klassikere_sv/3df_3030030476_1000012560_bucatini_24x500g_intl.png,SWE,9
Bucatini,https://www.barilla.com//-/media/images/el_gr/products/groups/ranges/classic-gr/3df_3030030476_1000012560bucatini24x500g_intl.png,GRC,9
Bucatini,https://www.barilla.com//-/media/images/pt_br/mockups_blue_box/3df_bbnvi_bucatini_500g1.png,BRA,9
Bucatini,https://www.barilla.com//-/media/images/be/products/groups/ranges/classiques_be/8076800315097-bb_bucatini_9_500g.png,BEL,9
Bucatini,https://www.barilla.com//-/media/images/ch/products/groups/ranges/klassische_sorten/2022/bucatini_302x87.png,CHE,9
Bucatini,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bucatini-final.png,HUN,9
Espaguetinho 9 Barilla,https://www.barilla.com//-/media/images/pt_br/products/cards/massa-com-ovos/novo/fb_aw_3d_11152_swwe_espaguetinho_9_500g_blu_v1.png,BRA,9
Bucatini,https://www.barilla.com//-/media/images/pl_pl/products/groups/ranges/classic_pl/new_barilla_bucatini_500g.png,POL,9
Bucatini,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/bucatini_9_500g.png,ITA,9
Bucatini,https://www.barilla.com//-/media/images/nl_nl/products/groups/ranges/klassische_sorten_nl/new/klassiekers_pack_bucatini_new.png,NLD,9
Collezione Bucatini,https://www.barilla.com//-/media/images/es_mx/products/groups/ranges/collezione/collezione_bucatini_340g_v2.png,MEX,9
Collezione Bucatini,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/collezione/collezione_bucatini_box_web.png,USA,9
Al Bronzo Bucatini,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/al-bronzo/barilla_al-bronzo_bucatini_pasta_packaging.png,USA,9
Bavette,https://www.barilla.com//-/media/images/es_mx/products/groups/ranges/classic-blue-box/barilla_bavette_500g.png,MEX,9
ΠΑΣΤΙΤΣΙΟ,https://www.barilla.com//-/media/images/el_gr/products/groups/ranges/local-cuts-gr/3d_cello_maccheroncini_10_500g_eu_se_grecia.png,GRC,10
Bucatini grandi,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/collezione/new/bucatini_grandi_pack.png,FRA,10
Bucatini Grandi,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/collezione/2023/1000019716_8076809580151_collezione_bucatini_grandi_500g_front(1).png,DEU,10
 Bavettine,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/bavettine_11_500g.png,ITA,11
Linguine,https://www.barilla.com//-/media/images/cs_cz/products/3d_coll_linguine_500g_eu_3129_v2_fronte.png,CZE,13
Linguine ,https://www.barilla.com//-/media/images/pt_br/mockups_blue_box/3df_bbnvi_linguine_500g1.png,BRA,13
Linguine,https://www.barilla.com//-/media/images/sl_si/new_linguine.png,SVN,13
Bavette,https://www.barilla.com//-/media/images/pl_pl/products/groups/ranges/classic_pl/new_barilla_bavette_500g.png,POL,13
Linguine,https://www.barilla.com//-/media/images/ch/products/groups/ranges/collezione/2023/1000019714_8076809523509_collezione_linguine_500g_front.png,CHE,13
Bavette,https://www.barilla.com//-/media/images/es_es/products/groups/ranges/classic-es/_0000_3df_bb_bavette_500g_intl/_0000_3df_bb_bavette_500g_intl_new/_0000_3df_bb_bavette_500g_intl_new.png,ESP,13
Linguine,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/linguine_13_500g.png,ITA,13
Linguine,https://www.barilla.com//-/media/images/en_sg/products/groups/ranges/classic-blue-box/3df_linguine_productimage.png,SGP,13
Linguine,https://www.barilla.com//-/media/images/hr_hr/new_linguine.png,HRV,13
Bavette,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bb-clasic/bavette.png,HUN,13
לינגוויני,https://www.barilla.com//-/media/images/he_il/products/il-products/linguine_13_500g.webp,ISR,13
Linguine,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/collezione/2023/1000019714_8076809523509_collezione_linguine_500g_front.png,DEU,13
Linguine,https://www.barilla.com//-/media/images/en_au/products/groups/ranges/classic-blue-box/linguine_nvi.png,AUS,13
Bavette,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bb-clasic/bavette.png,ROU,13
Linguine,https://www.barilla.com//-/media/images/el_gr/products/categories/collezione-linguine-2021.png,GRC,13
LINGUINE,https://www.barilla.com//-/media/images/tr_tr/products/groups/ranges/classic_tr/bluebox_linguine_new.png,TUR,13
Linguine,https://www.barilla.com//-/media/images/ko_kr/products/groups/ranges/classic-blue-box/3df_linguine_productimage.png,KOR,13
Bavette,https://www.barilla.com//-/media/images/es_es/products/groups/ranges/classic-es/_0000_3df_bb_bavette_500g_intl/_0000_3df_bb_bavette_500g_intl_new/_0000_3df_bb_bavette_500g_intl_new.png,PRT,13
Bavette,https://www.barilla.com//-/media/images/ch/products/groups/ranges/klassische_sorten/2022/bavette_302x87.png,CHE,13
Bavette,https://www.barilla.com//-/media/images/sv_se/products/groups/ranges/klassikere_sv/3df_3030029348_1000012561_bavette_25x500g_d_fi_pl_uk_hu_swe.png,SWE,13
Linguine Al Bronzo,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/al-bronzo/linguine_al-bronzo_400g_fr.png,ITA,13
Linguine,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/collezione/new/collezione_new_pack_linguine.png,FRA,13
Linguine Barilla,https://www.barilla.com//-/media/images/pt_br/products/cards/massa-com-ovos/novo/fb_aw_3d_11153_swwe_linguine_500g_blu_v1.png,BRA,13
ΟΛΙΚΗΣ ΑΛΕΣΕΩΣ LINGUINE,https://www.barilla.com//-/media/images/el_gr/products/categories/intagrale-linguine-2021.png,GRC,13
Whole Grain Linguine Pasta,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/whole-grain/whole_grain_linguine_front_v2.png,USA,13
Linguine Al Bronzo,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/al_bronzo/linguine-al-bronzo_pack-400g_fr.png,ITA,13
Linguine Al Bronzo,https://www.barilla.com//-/media/images/es_es/al-bronzo/linguinealbronzo_pack400g_fr.png,ESP,13
Linguine Integrale,https://www.barilla.com//-/media/images/ch/products/groups/ranges/integrale/3dreal18270integnvilinguine500geu3129v1frontpng.png,CHE,13
Linguine Al Bronzo,https://www.barilla.com//-/media/images/de_de/issue-with-ch-images/linguine_al-bronzo_400g_fr.png,DEU,13
Al Bronzo Linguine,https://www.barilla.com//-/media/images/en_au/products/groups/ranges/al-bronzo/3df_linguine_al_bronzo_400g.png,AUS,13
Linguine,https://www.barilla.com//-/media/images/es_pr/new-products-2023/pastas-largas/5181069066barillalinguinecopy.png,PRI,13
Linguine Integrali,https://www.barilla.com//-/media/images/be/products/groups/ranges/integrale_be/3df_real_18270_integr_linguine_500g_new_3129_v1.jpg,BEL,13
Linguine Integrali,https://www.barilla.com//-/media/images/it_it/products/aggiornamento_pasta_integrale/2023/integrale_linguine_new.png,ITA,13
Al Bronzo Linguine ,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/al-bronzo/barilla_al-bronzo_linguine_pasta_packaging.png,USA,13
Linguine Al Bronzo,https://www.barilla.com//-/media/images/be/products/groups/ranges/al_bronzo_be/linguine_al_bronzo_400g.png,BEL,13
Linguine,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/classic-blue-box/blue-box-packaging-refresh-2022/barilla_linguine_pasta.png,USA,13
LINGUINE,https://www.barilla.com//-/media/images/tr_tr/products/groups/ranges/academia_tr/academia_linguine01.png,TUR,13
Linguine,https://www.barilla.com//-/media/images/be/products/groups/ranges/collezione_be/8076809523509-coll_linguine_500g.png,BEL,13
Linguine,https://www.barilla.com//-/media/images/ca/products/new-product-shots/linguine.png,CAN,13
Linguine Bio,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/bio/linguine_bio_pack.png,FRA,13
Linguine Integrale,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/integrale/new/linguine_integrale_pack_new_01.png,FRA,13
Linguine,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bb-clasic/linguine-2.png,ROU,13
Linguine Al Bronzo,https://www.barilla.com//-/media/images/sv_se/products/groups/ranges/al-bronzo-boxes_sv/linguine_al-bronzo_400g_packshot.png,SWE,13
Linguine Integrale,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/integrale/3dreal18270integnvilinguine500geu3129v1frontpng.png,DEU,13
Tagliatelle,https://www.barilla.com//-/media/images/sv_se/products/groups/ranges/collezione_sv/new-la-col-design-2021/1000012391_8076809523714_collezione_tagliatelle_500g_front--kopie_159x203.png,SWE,16
Tagliatelle,https://www.barilla.com//-/media/images/cs_cz/img_aktualizace/1000012391_8076809523714_collezione_tagliatelle_500g_front--kopie_159x203.png,ROU,16
Tagliatelle,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/collezione/2023/tk_1000012391_8076809523714_collezione_tagliatelle_500g_front.png,DEU,16
טליאטלה,https://www.barilla.com//-/media/images/he_il/products/il-products/1000012391_8076809523714_collezione_tagliatelle_500g_front--kopie_159x203.png,ISR,16
Tagliatelle,https://www.barilla.com//-/media/images/sl_si/collezione_tagliatelle.png,SVN,16
Tagliatelle,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/collezione/new/collezione_new_pack_tagliatelle.png,FRA,16
Tagliatelle 500g,https://www.barilla.com//-/media/images/pl_pl/products/groups/ranges/collezione_pl/new_barilla_tagliatelle_500g.png,POL,16
Tagliatelle,https://www.barilla.com//-/media/images/hr_hr/tagliatelle_500g.png,HRV,16
Tagliatelle Paglia e Fieno,https://www.barilla.com//-/media/images/sv_se/products/groups/ranges/collezione_sv/collezione-2023/3d_real_20252_coll_tagliatelle_500g_eu_3180_v3_fronte.png,SWE,16
Glutenvrije tagliatelle,https://www.barilla.com//-/media/images/be/products/groups/ranges/gluten-free/tagliatelle_sg_pack_new.png,BEL,16
Tagliatelle,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bb-clasic/tagliatelle.png,ROU,16
Senza Glutine Tagliatelle,https://www.barilla.com//-/media/images/ch/products/groups/ranges/glutenfrei/3d_real_14305_sg_nvi_tagliatelle_300g_eu_119492as_v1_front.png,CHE,16
Tagliatelle,https://www.barilla.com//-/media/images/ca/products/groups/ranges/classic-blue-box/437x571barillatagliatellepackshot.png,CAN,16
Tagliatelle Senza Glutine,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/glutenfrei/3d_real_14305_sg_nvi_tagliatelle_300g_eu_119492as_v1_front.png,DEU,16
Tagliatelle bez glutena,https://www.barilla.com//-/media/images/hr_hr/3d_real_14305_sg_nvi_tagliatelle_300g_eu_119492as_v1_front.png,HRV,16
Tagliatelle  Sans Gluten,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/sans-gluten/new/tagliatelle_sg_pack_new.png,FRA,16
Tagliatelle,https://www.barilla.com//-/media/images/pt_pt/products/groups/ranges/collezione_pt/_0010_3df_lc_tagliatelle_500g.png,PRT,16
Tagliatelle,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bb-clasic/tagliatelle.png,ROU,16
Tagliatelle,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/specialita_pack_nuovi/tagliatelle_500g.png,ITA,16
Tagliatelle Glutenfri,https://www.barilla.com//-/media/images/sv_se/products/groups/ranges/glutenfri_sv/gluten-free-2023/3d_real_11409_sg_nvi_tagliatelle_400.png,SWE,16
Tagliatelle Sans gluten,https://www.barilla.com//-/media/images/ch/products/groups/ranges/2023/glutenfrei/3d_real_14305_sg_nvi_tagliatelle_300g_eu_119492as_v1_front.png,CHE,16
Pappardelle,https://www.barilla.com//-/media/images/ca/products/groups/ranges/classic-blue-box/437x571barillapappardellepackshot.png,CAN,16
Rezanci tagliatelle brez glutena,https://www.barilla.com//-/media/images/sl_si/3d_real_14305_sg_nvi_tagliatelle_300g_eu_119492as_v1_front.png,SVN,16
Tagliatelle Glutenvrij,https://www.barilla.com//-/media/images/nl_nl/products/groups/ranges/glutenvrije_nl/sg_tagliatelle_300g.png,NLD,16
Tagliatelle,https://www.barilla.com//-/media/images/ch/products/groups/ranges/collezione/2022_collezione_tagliatelle_500g_front_1000012391_8076809523714.png,CHE,18
PIPETTE,https://www.barilla.com//-/media/images/tr_tr/products/groups/ranges/classic_tr/bluebox_pipette_new.png,TUR,20
Tempestine,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/tempestine_21_500g.png,ITA,21
Anelli Siciliani,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/anelli_siciliani_22_cello_1kg.png,ITA,22
Puntine,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/puntine_23_500g.png,ITA,23
Midolline,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/midolline_24_500g.png,ITA,24
Risoni,https://www.barilla.com//-/media/images/pl_pl/products/groups/ranges/classic_pl/new_barilla_risoni_500g.png,POL,26
Risoni,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/risoni_26_500g.png,ITA,26
Risoni,https://www.barilla.com//-/media/images/sv_se/products/groups/ranges/klassikere_sv/risoni_pack_new.png,SWE,26
ΚΡΙΘΑΡΑΚΙ ΜΕΤΡΙΟ,https://www.barilla.com//-/media/images/el_gr/products/groups/ranges/classic-gr/3d_cello_risoni_26_500g_eu_se_grecia.png,GRC,26
Risoni,https://www.barilla.com//-/media/images/en_au/products/groups/ranges/classic-blue-box/risoni_nvi.png,AUS,26
Risoni,https://www.barilla.com//-/media/images/en_sg/products/groups/ranges/classic-blue-box/3df_risoni_productimage.png,SGP,26
Risoni,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/klassische_sorten/2022/risoni_162x210.png,DEU,26
RISONI,https://www.barilla.com//-/media/images/tr_tr/products/groups/ranges/classic_tr/bluebox_risoni_new.png,TUR,26
Risoni,https://www.barilla.com//-/media/images/ch/products/groups/ranges/klassische_sorten/2022/risoni_162x210.png,CHE,26
Orzo,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/classic-blue-box/blue-box-packaging-refresh-2022/barilla_orzo-pasta.png,USA,26
Barilla Orzo,https://www.barilla.com//-/media/images/ca/products/new-product-shots/orzo.png,CAN,26
Stelline,https://www.barilla.com//-/media/images/ch/products/groups/ranges/klassische_sorten/2022/stelline_162x210.png,CHE,27
Stelline,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/stelline_27_500g.png,ITA,27
סטלינה,https://www.barilla.com//-/media/images/he_il/products/il-products/stelline_27_500g.webp,ISR,27
Risoni,https://www.barilla.com//-/media/images/pt_br/mockups_blue_box/3df_bbnvi_risoni_500g.png,BRA,27
Filini,https://www.barilla.com//-/media/images/pl_pl/products/groups/ranges/classic_pl/barilla_filini_500g.png,POL,30
Corallini,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/corallini_31_500g.png,ITA,31
Coquilletes,https://www.barilla.com//-/media/images/cs_cz/img_aktualizace/3df_3030042426_1000016568coquillettes16x500gimueu.jpg,CZE,32
Coquillettes,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/classiques/pack_nvi/3df_bbnvi_coquillettes_500g_eu.png,FRA,32
Coquillettes Sans Gluten ,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/sans-gluten/new/coquilettes_sg_pack_new.png,FRA,32
Coquillettes integrale,https://www.barilla.com//-/media/images/sl_si/3d_real_16632_integ_nvi_coquillettes_500g_eu_iso1rid_v1_front.png,SVN,32
Cut Macaroni,https://www.barilla.com//-/media/images/ca/products/new-product-shots/macaroni-final.png,CAN,32
Coquillettes Bio,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/bio/bio_coquillettes_pack_2023.png,FRA,32
Girandole,https://www.barilla.com//-/media/images/ch/products/groups/ranges/klassische_sorten/2022/girandole_162x210.png,CHE,34
Girandole,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/klassische_sorten/2022/girandole_162x210.png,DEU,34
Girandole Torsades,https://www.barilla.com//-/media/images/sv_se/products/groups/ranges/klassikere_sv/3df_3030029433_1000073034_torsadesgirandole_15x500g.png,SWE,34
Girandole Torsades,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/classiques/pack_nvi/girandole_torsades_pack_2023.png,FRA,34
Girandole Torsade,https://www.barilla.com//-/media/images/be/products/groups/ranges/classiques_be/8076809512268-bb_girandole_torsades_500g.png,BEL,34
Orecchiette ,https://www.barilla.com//-/media/images/en_au/products/groups/ranges/collezione/collezione_orecchiette_2021.png,AUS,36
Orecchiette ,https://www.barilla.com//-/media/images/pt_pt/products/groups/ranges/collezione_pt/_0014_3df_3030030838_1000012413orecchiette15x500glcintl.png,PRT,36
Orecchiette ,https://www.barilla.com//-/media/images/es_es/products/groups/ranges/classic-es/pack_orecchiette_collezione_new.png,ESP,36
Collezione Orecchiette ,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/collezione/collezione_orecchiette_box_web2.png,USA,36
ORECCHIETTE,https://www.barilla.com//-/media/images/tr_tr/products/groups/ranges/academia_tr/academia_orecchiette01.png,TUR,36
אורקייטה,https://www.barilla.com//-/media/images/he_il/products/il-products/orecchiette_500g.png,ISR,36
Spaghetti Tagliati,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/spaghetti_tagliati_38_500g.png,ITA,38
Conchigliette,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/conchigliette_39_500g.png,ITA,39
Farfalle Tonde,https://www.barilla.com//-/media/images/tr_tr/products/groups/ranges/classic_tr/bluebox_farfalle_tonde_new.png,TUR,40
Elbows,https://www.barilla.com//-/media/images/pt_br/products/groups/ranges/classic-blue-box/3df_3030045031_1000018210elbow14x500gimuameksa/3df_bbnvi_chifferi_500g.png,BRA,41
Chifferi,https://www.barilla.com//-/media/images/en_sg/products/groups/ranges/classic-blue-box/3df_chifferi_productimage.png,SGP,41
CONCHIGLIE RIGATE,https://www.barilla.com//-/media/images/tr_tr/products/groups/ranges/classic_tr/bluebox_conchiglie_rigate_new.png,TUR,41
קיפרי,https://www.barilla.com//-/media/images/he_il/products/il-products/maccheronni/chifferi_productimage.png,ISR,41
Coditos Integral,https://www.barilla.com//-/media/images/es_pr/products/groups/ranges/whole-grain/whole_grain_elbows_front_v2.png,PRI,41
Coquillettes Integrale,https://www.barilla.com//-/media/images/ch/products/groups/ranges/integrale/3d_real_16632_integ_nvi_coquillettes_500g_eu_iso1rid_v1_front.png,CHE,41
Ready Pasta Elbows,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/ready-pasta/ready-pasta-new-packaging-2023/barilla_ready-pasta_elbows.png,USA,41
Whole Grain Elbows,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/whole-grain/whole_grain_elbows_front_v2.png,USA,41
Gluten Free Elbows Pasta,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/gluten-free/barilla_glutenfree_elbows_packaging_142x225px.png,USA,41
Coditos Protein+™,https://www.barilla.com//-/media/images/es_pr/products/groups/ranges/proteinplus/proteinplus_elbows_2021.png,PRI,41
Coquillettes integrale,https://www.barilla.com//-/media/images/hr_hr/3d_real_16632_integ_nvi_coquillettes_500g_eu_iso1rid_v1_front.png,HRV,41
Codo Sin Gluten,https://www.barilla.com//-/media/images/es_mx/products/groups/ranges/gluten-free/gluten_free_elbows_box_v3.png,MEX,41
Coditos,https://www.barilla.com//-/media/images/es_pr/new-products-2023/pastas-cortas/5181038862barillaelbowcopy.png,PRI,41
Gluten Free Elbows,https://www.barilla.com//-/media/images/ca/products/gf-pack-shots-en/114x225barillamacaroni_final.png,CAN,41
Elbows,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/classic-blue-box/blue-box-packaging-refresh-2022/barilla_elbows_macaroni-pasta.png,USA,41
Coditos Sin Gluten,https://www.barilla.com//-/media/images/es_pr/products/groups/ranges/gluten-free/gluten_free_elbows_box_web.png,PRI,41
Coquillettes Sans gluten,https://www.barilla.com//-/media/images/ch/products/groups/ranges/2023/glutenfrei/2023_143x210_3d_real_11413_sg_nvi_coquillettes_400g_eu_119498_v2_front.png,CHE,41
Protein+® Elbows,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/proteinplus/proteinplus_elbows_2021.png,USA,41
Coquillettes Integrale,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/integrale/new/pack_coquillettes_integrale_new.png,FRA,41
Coditos Ready Pasta ,https://www.barilla.com//-/media/images/es_pr/new-products-2023/pastas-cortas/5181040863barillaelbowreadypastacopy.png,PRI,41
Lumachine,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/lumachine_42_500g.png,ITA,42
Ditalini Lisci,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/ditalini_lisci_43_500g.png,ITA,43
Maccheroni,https://www.barilla.com//-/media/images/ch/products/groups/ranges/klassische_sorten/2022/maccheroni_162x210.png,CHE,44
Maccheroni,https://www.barilla.com//-/media/images/pl_pl/products/groups/ranges/classic_pl/new_barilla_maccheroni_500g.png,POL,44
Maccheroni,https://www.barilla.com//-/media/images/nl_nl/products/groups/ranges/klassische_sorten_nl/new/klassiekers_pack_maccheroni_new.png,NLD,44
Maccheroni,https://www.barilla.com//-/media/images/en_sg/products/groups/ranges/classic-blue-box/3df_maccheroni_productimage.png,SGP,44
Maccheroni,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/classiques/pack_nvi/3df_maccheroni_500g_eu.png,FRA,44
Maccheroni,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/klassische_sorten/2022/maccheroni_162x210.png,DEU,44
Maccheroni,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bb-clasic/maccheroni.png,ROU,44
Maccheroni,https://www.barilla.com//-/media/images/be/products/groups/ranges/classiques_be/8076808050440-bb_maccheroni_500g.png,BEL,44
KOΦΤΟ,https://www.barilla.com//-/media/images/el_gr/products/groups/ranges/classic-gr/3d_cello_ditalilisci.png,GRC,45
Ditali Lisci,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/ditali_lisci_45_500g.png,ITA,45
Ditaloni Lisci,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/ditaloni_lisci_46_500g.png,ITA,46
Ditalini Rigati,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/ditalini_rigati_47_500g.png,ITA,47
Ditalini Senza Glutine,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/gluten-free/new/senza_glutine_ditalini_rigati.png,ITA,47
Mezzi Canneroni,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/mezzi_canneroni_48_cello_1kg.png,ITA,48
Ditaloni Rigati,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/ditaloni_rigati_49_500g.png,ITA,49
Gobbetti,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/klassische_sorten/2022/gobbetti_162x210.png,DEU,51
Gramigna,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/gramigna_52_500g.png,ITA,52
Sedanini Rigati,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/sedanini_rigati_53_500g.png,ITA,53
Pasta Mista,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/pasta_mista_54_500g.png,ITA,54
Orecchiette ,https://www.barilla.com//-/media/images/ch/products/groups/ranges/2023/collezione/210_1000016207_8076809519977_collezione_orecchiette_500g_front(1).png,CHE,56
Orecchiette,https://www.barilla.com//-/media/images/el_gr/products/categories/collezione-orecchiette-2022.png,GRC,56
Orecchiette,https://www.barilla.com//-/media/images/pl_pl/products/groups/ranges/collezione_pl/new_barilla_orecchiette.png,POL,56
Orecchiette ,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/collezione/2023/1000016207_8076809519977_collezione_orecchiette_500g_front(1).png,DEU,56
Orecchiette,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/collezione/new/collezione_new_pack_orecchiette.png,FRA,56
Orecchiette ,https://www.barilla.com//-/media/images/be/products/groups/ranges/collezione_be/8076809519977-coll_orecchiette_500g.png,BEL,56
Orecchiette ,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/specialita_pack_nuovi/orecchiette_500g.png,ITA,56
Orecchiette ,https://www.barilla.com//-/media/images/nl_nl/products/groups/ranges/collezione_nl/new/collezione_pack_orecchiette_new.png,NLD,56
Farfalline,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/farfalline_59_500g.png,ITA,59
Farfalline,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bb-clasic/farfalline.png,ROU,59
Farfalline,https://www.barilla.com//-/media/images/pt_br/mockups_blue_box/3df_bbnvi_farfalline_500g1.png,BRA,59
Farfalline,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bb-clasic/farfalline.png,ROU,59
Farfalline,https://www.barilla.com//-/media/images/fr_fr/products/groups/ranges/classiques/pack_nvi/3df_bbnvi_farfalline_500g.png,FRA,59
Farfalline all'uovo,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/emiliane/new/farfalline_275g.png,ITA,59
Gnocchetti Sardi,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/classici_pack_nvi/gnocchetti_sardi_60_500g.png,ITA,60
Gnocchetti Sardi,https://www.barilla.com//-/media/images/it_it/products/groups/ranges/specialita_pack_nuovi/gnocchetti_sardi_500g.png,ITA,60
Lacitos,https://www.barilla.com//-/media/images/es_pr/new-products-2023/pastas-cortas/5181041534barillafarfallecopy.png,PRI,65
Farfalle,https://www.barilla.com//-/media/images/en_sg/products/groups/ranges/classic-blue-box/3df_farfalle_productimage.png,SGP,65
Farfalle,https://www.barilla.com//-/media/images/el_gr/products/groups/ranges/classic-gr/3df_farfalle500gintl.png,GRC,65
Farfalle,https://www.barilla.com//-/media/images/en_us/products/groups/ranges/classic-blue-box/blue-box-packaging-refresh-2022/barilla_farfalle_pasta.png,USA,65
Farfalle,https://www.barilla.com//-/media/images/da_dk/products/groups/ranges/klassikere/klassikere_farfalle_pkg.png,DNK,65
Farfalle,https://www.barilla.com//-/media/images/es_es/products/groups/ranges/classic-es/_0012_3df_farfalle500gintl.png,ESP,65
Farfalle,https://www.barilla.com//-/media/images/hr_hr/farfalle.png,HRV,65
Farfalle,https://www.barilla.com//-/media/images/sl_si/farfalle.png,SVN,65
Farfalle,https://www.barilla.com//-/media/images/tr_tr/products/groups/ranges/classic_tr/bluebox_farfalle_new.png,TUR,65
Farfalle,https://www.barilla.com//-/media/images/be/products/groups/ranges/classiques_be/8076808060654bb_farfalle_500g.png,BEL,65
Farfalle,https://www.barilla.com//-/media/images/pt_pt/products/groups/ranges/gama--clasica_pt/_0012_3df_farfalle500gintl.png,PRT,65
Farfalle,https://www.barilla.com//-/media/images/de_de/products/groups/ranges/collezione/2023/1000019715_8076809580144_collezione_farfalle_500g_front(1).png,DEU,65
Farfalle,https://www.barilla.com//-/media/images/nl_nl/products/groups/ranges/klassische_sorten_nl/new/klassiekers_pack_farfalle_new.png,NLD,65
Farfalle,https://www.barilla.com//-/media/images/ro_ro/poze-produse/bb-clasic/farfalle.png,ROU,65
